职位,公司名称,地址,经度,纬度,网址
仓库管理员/五险/食宿,天津市吉润天泽商贸有限公司,天津 滨海新区,117.6462863,39.05917664,https://jobs.51job.com/tianjin-bhxq/93376757.html?s=01&t=0
仓库管理员 包吃住 带薪年假 五险一金,天津世尊进出口贸易有限公司,滨海新区,117.6462863,39.05917664,https://jobs.51job.com/tianjin-bhxq/93505448.html?s=01&t=0
库管员（天津）,康龙化成（北京）新药技术股份有限公司,天津市经济技术开发区西区新业七街,117.7266953,39.06883437,https://jobs.51job.com/tianjin-bhxq/93516908.html?s=01&t=0
月均6000采购助理，外贸实习生,天津众成精彩信息科技有限公司,中新生态城,117.7570075,39.13369239,https://jobs.51job.com/tianjin-bhxq/93565059.html?s=01&t=0
物流专员,日邮振华物流（天津）有限公司,经济技术开发区,117.7266953,39.06883437,https://jobs.51job.com/tianjin-bhxq/93616944.html?s=01&t=0
2仓库管理员 包吃住 带薪年假 五险一金,天津世尊进出口贸易有限公司,滨海新区,117.6462863,39.05917664,https://jobs.51job.com/tianjin-bhxq/93621380.html?s=01&t=0
司磅员,天津泰连达国际货运代理有限公司,天津滨海新区开发区第二大街MSD写字楼,117.7058238,39.03420257,https://jobs.51job.com/tianjin-bhxq/93666650.html?s=01&t=0
库管,天津爱德斯蒂尔国际贸易有限公司,开发区洞庭路160号,117.2584486,39.08802716,https://jobs.51job.com/tianjin-bhxq/93675530.html?s=01&t=0
仓库管理员,天津津芯微电子科技有限公司,天津经济技术开发区黄海路167号,117.7027691,39.06056148,https://jobs.51job.com/tianjin-bhxq/93756095.html?s=01&t=0
采购文员仓储助理 五险一金 朝九晚六 双休4000+,天津众成精彩信息科技有限公司,中新生态城,117.7570075,39.13369239,https://jobs.51job.com/tianjin-bhxq/93815780.html?s=01&t=0
理货员/搬运工/装卸工/库管,天津市通达发金属工具有限公司,建材路建华里底商,117.6841329,39.03736592,https://jobs.51job.com/tianjin-bhxq/94366411.html?s=01&t=0
仓库管理员,天津深之蓝海洋设备科技有限公司,开发区睦宁路45号,117.7073474,39.05472443,https://jobs.51job.com/tianjin-bhxq/94549954.html?s=01&t=0
库工,天津市凯美机械有限公司,天津市滨海新区汉沽茶淀镇茶东村工业园区2号,117.7698268,39.2369782,https://jobs.51job.com/tianjin-bhxq/95433526.html?s=01&t=0
船代调度,天津新里程国际海运有限公司,新港三号路紫云园,117.7070326,39.01605491,https://jobs.51job.com/tianjin-bhxq/95669580.html?s=01&t=0
运营调度主管,环球车享（天津）汽车租赁有限公司,天津经济开发区第二大街泰达大街MSD-G2-104号,117.7058238,39.03420257,https://jobs.51job.com/tianjin-bhxq/95941965.html?s=01&t=0
仓库管理员,天津滨海新区兰德食品有限公司,大港区轻纺经济区纺缘路199号,117.5431662,38.83410029,https://jobs.51job.com/tianjin-bhxq/95965562.html?s=01&t=0
堆场操作,天津信志达物流有限公司,天津港吉运西路525号,117.7498176,39.05243488,https://jobs.51job.com/tianjin-bhxq/96089619.html?s=01&t=0
值船业务员J18800,天津北方石油有限公司,经济开发区第三大街金融街西区W2AB-3层,117.7151726,39.03626005,https://jobs.51job.com/tianjin-bhxq/96530569.html?s=01&t=0
仓管员（滨海新区）,天津象屿速传物流有限公司,杨北建材市场,117.691929,39.1165431,https://jobs.51job.com/tianjin-bhxq/96557975.html?s=01&t=0
（急聘）塘沽大陆汽车普工上四休四,上海优尔蓝信息科技股份有限公司天津分公司,天津滨海新区,117.6462863,39.05917664,https://jobs.51job.com/tianjin-bhxq/96852633.html?s=01&t=0
仓库管理员(职位编号：06),天津鑫天港汽车部件有限公司,中塘镇中塘路170号,117.3821311,38.83650631,https://jobs.51job.com/tianjin-bhxq/97139770.html?s=01&t=0
仓库文员,武汉晟宇鑫航电子商务有限公司,天津-滨海新区,117.6462863,39.05917664,https://jobs.51job.com/tianjin-bhxq/97719971.html?s=01&t=0
仓库管理员（大港区  高奖金）,天津格亚德新材料科技有限公司,大港区轻纺经济区纺五路36号,117.5469157,38.83840863,https://jobs.51job.com/tianjin-bhxq/97731484.html?s=01&t=0
运营调度专员,环球车享（天津）汽车租赁有限公司,天津经济开发区第二大街泰达大街MSD-G2-104号,117.7058238,39.03420257,https://jobs.51job.com/tianjin-bhxq/97783119.html?s=01&t=0
物流打包员,天津顶立酒业有限公司,天津市滨海新区塘沽欧美小镇四期1365号,117.6770202,39.05536757,https://jobs.51job.com/tianjin-bhxq/97935304.html?s=01&t=0
仓库管理员 五险一金+绩效奖金,武汉晟宇鑫航电子商务有限公司,天津-滨海新区,117.6462863,39.05917664,https://jobs.51job.com/tianjin-bhxq/97962554.html?s=01&t=0
仓库管理员4K双休+五险一金,武汉晟宇鑫航电子商务有限公司,天津-滨海新区,117.6462863,39.05917664,https://jobs.51job.com/tianjin-bhxq/98114652.html?s=01&t=0
仓库管理员,天津铭源建筑工程有限公司,开发区黄海路276号泰达中小企业园2号楼305号,117.7198233,39.09112463,https://jobs.51job.com/tianjin-bhxq/98181688.html?s=01&t=0
仓库管理员,康龙化成（北京）新药技术股份有限公司,天津市经济技术开发区西区新业七街,117.7266953,39.06883437,https://jobs.51job.com/tianjin-bhxq/98211731.html?s=01&t=0
仓库管理员（后勤 4K起包吃包住）,武汉建中伟业科技有限公司,滨海新区塘沽街道,117.8227103,38.96071515,https://jobs.51job.com/tianjin-bhxq/98232425.html?s=01&t=0
理货员,润通航运服务有限公司 RMS Marine Service Company Ltd,开发区第七大街睦宁路67号,117.7096147,39.0618724,https://jobs.51job.com/tianjin-bhxq/98372408.html?s=01&t=0
仓库管理员,高博（天津）起重设备有限公司,天津经济技术开发区十三大街58号,117.7499311,39.07733465,https://jobs.51job.com/tianjin-bhxq/98462618.html?s=01&t=0
物流项目运营,天津驹马物流有限公司,响螺湾,117.6634241,39.00328626,https://jobs.51job.com/tianjin-bhxq/98521918.html?s=01&t=0
仓库管理员 绩效 朝九晚六双休 接受应届生+房补,武汉晟宇鑫航电子商务有限公司,天津-滨海新区,117.6462863,39.05917664,https://jobs.51job.com/tianjin-bhxq/98618515.html?s=01&t=0
仓库管理员,天津滨海澳泰防水材料有限公司,天津开发区西区中南三街99号,117.695272,39.0459524,https://jobs.51job.com/tianjin-bhxq/98668193.html?s=01&t=0
叉车司机兼保管员,北方万邦物流有限公司天津分公司,开发区,117.2108131,39.1439299,https://jobs.51job.com/tianjin-bhxq/98879879.html?s=01&t=0
拣货主管（天津）,小红书,天津自贸试验区（东疆保税港区）宁夏道1088号,117.8106131,39.0181148,https://jobs.51job.com/tianjin-bhxq/98935940.html?s=01&t=0
仓库管理员,天津顶立酒业有限公司,天津市滨海新区塘沽欧美小镇四期1365号,117.6770202,39.05536757,https://jobs.51job.com/tianjin-bhxq/98945734.html?s=01&t=0
调度员,上海方通车运物流有限公司北京运输分公司,天津市滨海新区天保永利物流（渤海10路）院内方通物流停车场,117.7208475,38.94685832,https://jobs.51job.com/tianjin-bhxq/98992055.html?s=01&t=0
调度专员,上海方通车运物流有限公司北京运输分公司,天津滨海新区第六大街110号天润科技园A312-313,117.7279043,39.04743298,https://jobs.51job.com/tianjin-bhxq/99015616.html?s=01&t=0
天津德邦夜班搬运工/月薪7千以上,上海赫持货运代理有限公司,面试乘车路线：天津站做570路公交，在宁河现代产业园公交站下车，联系电话：18016372590 孙先生 微信同号,0,0,https://jobs.51job.com/tianjin-bhxq/99117708.html?s=01&t=0
天津德邦：夜班分拣员/月薪6千以上,上海赫持货运代理有限公司,面试乘车路线：天津站做570路公交，在宁河现代产业园公交站下车，联系电话：18016372590 孙先生 微信同号,0,0,https://jobs.51job.com/tianjin-bhxq/99117744.html?s=01&t=0
仓库管理员,康龙化成（北京）新药技术股份有限公司,天津市经济技术开发区西区新业七街,117.7266953,39.06883437,https://jobs.51job.com/tianjin-bhxq/99611966.html?s=01&t=0
仓库文员,向阳坊（天津滨海新区）食品销售有限公司,天津滨海高新区滨海科技园风光大道6号,117.494111,39.12171719,https://jobs.51job.com/tianjin-dlq/100000173.html?s=01&t=0
仓管员,安捷励电控技术南京有限公司,华明大道22号,117.3734544,39.17412687,https://jobs.51job.com/tianjin-dlq/100048778.html?s=01&t=0
运输调度,深圳招商美冷供应链有限公司,天津市东丽区空港经济区航空路152号,117.4186848,39.13335027,https://jobs.51job.com/tianjin-dlq/100096103.html?s=01&t=0
库管员,天津市意典美闻企业管理有限公司,信通路1号,117.352147,39.07588611,https://jobs.51job.com/tianjin-dlq/100267199.html?s=01&t=0
操作工,天津金鹏源辐照技术有限公司,空港中环南路11号,117.4149993,39.12862184,https://jobs.51job.com/tianjin-dlq/100356083.html?s=01&t=0
电商仓仓库管理员（天津）,上海曼伦商贸有限公司,空港经济区纬六路与经三路交叉口名富物流,117.6801153,38.88240094,https://jobs.51job.com/tianjin-dlq/100477828.html?s=01&t=0
物流调度,跨越速运集团有限公司,天津东丽区华明EOD总部港D11,117.3727991,39.1717186,https://jobs.51job.com/tianjin-dlq/100657043.html?s=01&t=0
东丽空港招聘装卸工,跨越速运集团有限公司,天津市东丽空港经济区领航路附近,117.420079,39.16042451,https://jobs.51job.com/tianjin-dlq/100706344.html?s=01&t=0
东丽机场招聘装卸工,跨越速运集团有限公司,天津市东丽区华明街道于明庄村滨海国际机场西2路,117.3688945,39.13841169,https://jobs.51job.com/tianjin-dlq/100707451.html?s=01&t=0
搬运工/装卸工,天津嘉豪立家科技发展有限公司,大毕庄跃进路健营工贸园,117.3039844,39.20483918,https://jobs.51job.com/tianjin-dlq/100727293.html?s=01&t=0
仓库主管,天津圣世特物流有限公司,军粮城附近,117.5299694,39.06306352,https://jobs.51job.com/tianjin-dlq/101160113.html?s=01&t=0
库管,嘉得力智诚（天津）环保科技有限公司,天津市东丽区华明大道21号,117.3619934,39.1703909,https://jobs.51job.com/tianjin-dlq/101473322.html?s=01&t=0
仓库主管,向阳坊（天津滨海新区）食品销售有限公司,天津滨海高新区滨海科技园风光大道6号,117.494111,39.12171719,https://jobs.51job.com/tianjin-dlq/101514373.html?s=01&t=0
仓库主管,向阳坊（天津滨海新区）食品销售有限公司,天津滨海高新区滨海科技园风光大道6号,117.494111,39.12171719,https://jobs.51job.com/tianjin-dlq/101516164.html?s=01&t=0
仓库经理,嘉里大通物流有限公司天津分公司,卫国道204号高等教育出版社院内,117.2911198,39.15349393,https://jobs.51job.com/tianjin-dlq/101565850.html?s=01&t=0
仓库管理员,四方华能电网控制系统有限公司,东丽经济开发区五经路帝达东谷国际8号楼2门2层,117.3808132,39.07977843,https://jobs.51job.com/tianjin-dlq/101570830.html?s=01&t=0
仓库管理员,深圳市凯依克物流有限公司,空港经济区西十五道与航空路交口,117.432343,39.11617061,https://jobs.51job.com/tianjin-dlq/101572293.html?s=01&t=0
仓储主任(天津万林有限公司）,天津中侨物流有限公司,天津市东丽区杨北建材城,117.4147823,39.13960464,https://jobs.51job.com/tianjin-dlq/102250912.html?s=01&t=0
仓储副经理/经理,深圳市凯依克物流有限公司,空港经济区西十五道与航空路交口,117.432343,39.11617061,https://jobs.51job.com/tianjin-dlq/102298504.html?s=01&t=0
收货员,创维（天津）网络技术有限公司,空港经济技术开发区经三路与港城大道交口,117.7266953,39.06883437,https://jobs.51job.com/tianjin-dlq/102312172.html?s=01&t=0
发货员,创维（天津）网络技术有限公司,空港经济技术开发区经三路与港城大道交口,117.7266953,39.06883437,https://jobs.51job.com/tianjin-dlq/102312410.html?s=01&t=0
仓库管员,苏州友汇五金工业有限公司,军粮城东金路与津北线交叉口加油站西100米南侧,117.4686347,39.08404543,https://jobs.51job.com/tianjin-dlq/102335942.html?s=01&t=0
仓库主管,广东橙家科技有限公司,先锋路,117.3088578,39.09194446,https://jobs.51job.com/tianjin-dlq/102402839.html?s=01&t=0
库官员,林赛（天津）工业有限公司,空港经济区环河南路169号,117.4226269,39.12524689,https://jobs.51job.com/tianjin-dlq/102483767.html?s=01&t=0
仓库管理员,北京安信捷达物流有限公司,天津东丽区,117.4147823,39.13960464,https://jobs.51job.com/tianjin-dlq/102541900.html?s=01&t=0
普工,天津圣世特物流有限公司,军粮城树森物流园,117.5299694,39.06306352,https://jobs.51job.com/tianjin-dlq/102561713.html?s=01&t=0
发货员,天津市金全聚香斋清真食品专业合作社,圣发道4号增8号,117.4230899,39.10744864,https://jobs.51job.com/tianjin-dlq/102660477.html?s=01&t=0
化学品采购/管理专员,PPG航空材料（天津）有限公司,天津空港经济区综合保税区,117.398274,39.16052925,https://jobs.51job.com/tianjin-dlq/102916774.html?s=01&t=0
仓库包装工,力司百灵弹簧（苏州）有限公司,天津市东丽区华明高新区弘轩道7号3号厂房1楼,117.359427,39.17947211,https://jobs.51job.com/tianjin-dlq/102927272.html?s=01&t=0
物流专员（天津）,上海找钢网信息科技股份有限公司,天津市东丽区钢管公司轻轨站对面大无缝众创基地5楼,117.4967858,39.04792604,https://jobs.51job.com/tianjin-dlq/103074953.html?s=01&t=0
仓库管理员,天津爱瑞儿企业管理咨询有限公司,天津空港经济区西十道,117.4145224,39.13380992,https://jobs.51job.com/tianjin-dlq/103308354.html?s=01&t=0
开单专员（配件管理）,天津盛世欣兴格力电器贸易有限公司,津汉公路宅急送院内,117.2124202,39.12989402,https://jobs.51job.com/tianjin-dlq/103452053.html?s=01&t=0
仓库管理员（天津）,上海星饰居国际贸易有限公司,跃进路1199号（健营先锋工贸园区）,117.3044016,39.20348545,https://jobs.51job.com/tianjin-dlq/103467971.html?s=01&t=0
Warehouse Supervisor/仓库主管,利拉伐（天津）有限公司,天津市空港经济区纬十道101号,117.420079,39.16042451,https://jobs.51job.com/tianjin-dlq/103470211.html?s=01&t=0
仓库管理员,天津费莱瑞思商贸有限公司,天津市东丽区金钟河大街大毕庄工业区,117.2599273,39.20119276,https://jobs.51job.com/tianjin-dlq/103487715.html?s=01&t=0
仓库管理员,天津市海德瀚汽配有限公司,天津市河东区万达广场尚东雅园,117.260147,39.13070328,https://jobs.51job.com/tianjin-dlq/59714964.html?s=01&t=0
库管,天津市万帆顺食品有限公司,天津市东丽区金钟街跃进路金旺道3号,117.3005459,39.20453044,https://jobs.51job.com/tianjin-dlq/70266309.html?s=01&t=0
库管,天津华德瑞宝国际贸易有限公司,树森物流园,117.2108131,39.1439299,https://jobs.51job.com/tianjin-dlq/75961063.html?s=01&t=0
GMU warehouse handler 仓库管理员 (叉车工),利拉伐（天津）有限公司,天津市空港经济区纬十道101号,117.420079,39.16042451,https://jobs.51job.com/tianjin-dlq/75962380.html?s=01&t=0
库工,天津市陶阳商贸有限公司,卫国道与津汉桥交口建营物流园,117.3242143,39.16383746,https://jobs.51job.com/tianjin-dlq/76770650.html?s=01&t=0
年轻继任者（物流部）/ Young Potential(Logistics),天津宜家家居有限公司,津塘公路433号（轻轨9号线东丽开发区站旁）,117.3695509,39.08712367,https://jobs.51job.com/tianjin-dlq/79060043.html?s=01&t=0
中国外运物流发展有限公司,天津首创人力资源有限公司,滨海国际机场,117.3688945,39.13841169,https://jobs.51job.com/tianjin-dlq/80364049.html?s=01&t=0
物流部长期小时工--天津宜家商场,天津宜家家居有限公司,津塘公路433号（轻轨9号线东丽开发区站旁）,117.3695509,39.08712367,https://jobs.51job.com/tianjin-dlq/84369139.html?s=01&t=0
仓库管理员,向阳坊（天津滨海新区）食品销售有限公司,天津滨海高新区滨海科技园风光大道6号,117.494111,39.12171719,https://jobs.51job.com/tianjin-dlq/84729172.html?s=01&t=0
仓库管理员,欧诺（天津）印刷包装有限公司,天津市空港经济区瑞航路6号,117.420079,39.16042451,https://jobs.51job.com/tianjin-dlq/85192906.html?s=01&t=0
库房管理员,信誉通力（天津）信息技术有限公司,驯海路,117.3521653,39.10235426,https://jobs.51job.com/tianjin-dlq/85992269.html?s=01&t=0
搬运工,天津光大美居商贸有限公司,大毕庄,117.2790681,39.20877701,https://jobs.51job.com/tianjin-dlq/87178719.html?s=01&t=0
仓库理货员/物料员,康贝司（天津）企业管理咨询有限公司,空港经济区,117.420079,39.16042451,https://jobs.51job.com/tianjin-dlq/89864854.html?s=01&t=0
仓库理货员,上海域通物流服务有限公司,天津市东丽区空港经济开发区西六道普洛斯物流园,117.2650307,38.99602553,https://jobs.51job.com/tianjin-dlq/90500513.html?s=01&t=0
仓库管理员,上海域通物流服务有限公司,天津市东丽区空港经济开发区西六道普洛斯物流园,117.2650307,38.99602553,https://jobs.51job.com/tianjin-dlq/90579988.html?s=01&t=0
库房主管(职位编号：02),天津日标机械科技有限公司,天津市东丽区空港经济区,117.420079,39.16042451,https://jobs.51job.com/tianjin-dlq/90594850.html?s=01&t=0
仓库管理员(职位编号：02),天津日标机械科技有限公司,天津市东丽区空港经济区,117.420079,39.16042451,https://jobs.51job.com/tianjin-dlq/90710312.html?s=01&t=0
仓库库工(职位编号：02),天津日标机械科技有限公司,天津市东丽区空港经济区,117.420079,39.16042451,https://jobs.51job.com/tianjin-dlq/90711287.html?s=01&t=0
仓库管理员,嘉得力智诚（天津）环保科技有限公司,天津市东丽区华明大道21号,117.3619934,39.1703909,https://jobs.51job.com/tianjin-dlq/90909791.html?s=01&t=0
仓储物流业务经理,美特斯邦威天津分公司,空港物流中心,117.2108131,39.1439299,https://jobs.51job.com/tianjin-dlq/91507128.html?s=01&t=0
（物流）货运司机,天津市悦鑫建筑装饰工程有限公司,万山道,117.2875388,39.13094062,https://jobs.51job.com/tianjin-dlq/91670544.html?s=01&t=0
配件库管,天津中辰自动化设备有限公司,天津市东丽区金桥工业园亿达路8号,117.4190877,39.10933856,https://jobs.51job.com/tianjin-dlq/91734237.html?s=01&t=0
空港招装卸工,跨越速运集团有限公司,金桥街道么六桥村(内部件)自贸试验区空港区西七道复地湿温莎堡112-1,117.3949458,39.11050737,https://jobs.51job.com/tianjin-dlq/92665620.html?s=01&t=0
实习生,上海域通物流服务有限公司,天津市东丽区空港经济开发区西六道普洛斯物流园,117.2650307,38.99602553,https://jobs.51job.com/tianjin-dlq/93063669.html?s=01&t=0
仓储操作员,唯品会（中国）有限公司,空港自贸区西二道5号,117.3802406,39.15947036,https://jobs.51job.com/tianjin-dlq/94249747.html?s=01&t=0
仓库理货员,天津市佰利维科技有限公司,大毕庄五金城D区4栋105,117.2840089,39.20493048,https://jobs.51job.com/tianjin-dlq/94968293.html?s=01&t=0
仓库主管,向阳坊（天津滨海新区）食品销售有限公司,天津滨海新区滨海科技园风光大道6号高新三号路和港城大道交口,117.494111,39.12171719,https://jobs.51job.com/tianjin-dlq/95382497.html?s=01&t=0
仓库主管,天津市天楚科技有限公司,华明大道36号天津海能科技园3号厂房3层,117.3802487,39.17610545,https://jobs.51job.com/tianjin-dlq/95615064.html?s=01&t=0
仓库管理员（应届生优先）(职位编号：008),天津乐牙电子商务有限公司,天津东丽开发区三纬路108号,117.387579,39.07064924,https://jobs.51job.com/tianjin-dlq/95952510.html?s=01&t=0
仓库发货员（应届生优先）(职位编号：009),天津乐牙电子商务有限公司,天津东丽开发区三纬路108号,117.387579,39.07064924,https://jobs.51job.com/tianjin-dlq/95952511.html?s=01&t=0
库房理货员,天津花海阁婚礼策划有限公司,天津东丽区津赤路90号万达汽修厂旁,117.3046155,39.15911641,https://jobs.51job.com/tianjin-dlq/96722300.html?s=01&t=0
库管员（请直接电联）,天津市泰和祥商贸有限公司,李明庄学校旁,117.3057071,39.16582217,https://jobs.51job.com/tianjin-dlq/96975755.html?s=01&t=0
仓库管理员,常源科技（天津）有限公司,空港保税区蔷薇路12号,117.3899047,39.15725418,https://jobs.51job.com/tianjin-dlq/97174688.html?s=01&t=0
库房管理员,天津市安通科技有限公司,华裕路27号,117.356995,39.18530108,https://jobs.51job.com/tianjin-dlq/97266363.html?s=01&t=0
仓管工程师,力司百灵弹簧（苏州）有限公司,天津市东丽区华明高新区弘轩道7号3号厂房1楼,117.359427,39.17947211,https://jobs.51job.com/tianjin-dlq/97342338.html?s=01&t=0
仓库管理员月薪5K 五险一金+包住宿,武汉汇博天下科技有限公司,西三道,117.388582,39.15651741,https://jobs.51job.com/tianjin-dlq/97447304.html?s=01&t=0
仓库管理员,天津众泰依科技有限公司,卫国道,117.2627207,39.14996762,https://jobs.51job.com/tianjin-dlq/97594482.html?s=01&t=0
急聘 仓库/物料管理员 4000包食宿 无经验要求,天津市金煊塑料制品有限公司,东丽区万新街道,117.3134643,39.1317986,https://jobs.51job.com/tianjin-dlq/97695665.html?s=01&t=0
配送员  Tool Forwarder,格里森齿轮科技（苏州）有限责任公司天津分公司,经济开发区西区,117.2958194,39.7109062,https://jobs.51job.com/tianjin-dlq/97735957.html?s=01&t=0
装卸工,天津市泰和祥商贸有限公司,李明庄学校旁,117.3057071,39.16582217,https://jobs.51job.com/tianjin-dlq/97999050.html?s=01&t=0
仓库管理专员(五险一金+带薪年假),武汉金淳久久商贸有限公司,东丽区万新街道,117.3134643,39.1317986,https://jobs.51job.com/tianjin-dlq/98042772.html?s=01&t=0
仓库管理员（后勤 4K起包吃包住）,武汉建中伟业科技有限公司,东丽区万新街道,117.3134643,39.1317986,https://jobs.51job.com/tianjin-dlq/98616410.html?s=01&t=0
仓库理货员,汇源印刷包装科技（天津）股份有限公司,天津自贸试验区（空港经济区）航空路300号,117.4292352,39.11910119,https://jobs.51job.com/tianjin-dlq/98724690.html?s=01&t=0
港口调度,北方万邦物流有限公司天津分公司,天津市东丽区军粮城,117.5299694,39.06306352,https://jobs.51job.com/tianjin-dlq/98865283.html?s=01&t=0
搬运工,打零工（上海）互联网科技有限公司天津分公司,天津市东丽区北方五金城旁高科技物流园内,117.2813893,39.20702707,https://jobs.51job.com/tianjin-dlq/98900154.html?s=01&t=0
仓库管理员,打零工（上海）互联网科技有限公司天津分公司,天津市东丽区北方五金城旁高科技物流园内,117.2813893,39.20702707,https://jobs.51job.com/tianjin-dlq/98901073.html?s=01&t=0
仓库管理员,天津艾克凯胜石墨烯科技有限公司,东丽开发区丽新路10号,117.387579,39.07064924,https://jobs.51job.com/tianjin-dlq/99014497.html?s=01&t=0
物流相关岗位（代运营中心招聘）,九牧厨卫股份有限公司,天津市东丽区空港经济开发区港城大道经一路天津金发新材料,117.4456176,39.14075231,https://jobs.51job.com/tianjin-dlq/99275152.html?s=01&t=0
仓库管理员 底薪4000+,天津市百禧百地工贸有限公司,华明镇EOD总部港D19-2,117.3727991,39.1717186,https://jobs.51job.com/tianjin-dlq/99289423.html?s=01&t=0
计划调度主管,北京航天计量测试技术研究所,空港经济区,117.420079,39.16042451,https://jobs.51job.com/tianjin-dlq/99482424.html?s=01&t=0
入库审核员,中铝兴业供应链（天津）有限公司,东丽区华明镇EOD总部港C区5号楼,117.3736193,39.16929242,https://jobs.51job.com/tianjin-dlq/99556020.html?s=01&t=0
库工,天津市海德瀚汽配有限公司,东丽区朱庄子,117.3394012,39.15560968,https://jobs.51job.com/tianjin-dlq/99575268.html?s=01&t=0
储运部经理,天津市海德瀚汽配有限公司,东丽区朱庄子,117.3394012,39.15560968,https://jobs.51job.com/tianjin-dlq/99575725.html?s=01&t=0
仓库管理员,兆航物流南北二区,空港经济区经一路与玮十路交口中国移动华北大区物流中心,117.442301,39.11177044,https://jobs.51job.com/tianjin-dlq/99867043.html?s=01&t=0
仓库主管,瑞康医药（天津）有限公司,天津市河北区增产道,117.2385992,39.16480933,https://jobs.51job.com/tianjin-hbq/100229185.html?s=01&t=0
仓库管理员（包吃包住）,武汉建中伟业科技有限公司,河北区望海楼街道,117.2131672,39.16267588,https://jobs.51job.com/tianjin-hbq/101429870.html?s=01&t=0
仓库管理员（提供食宿）做五休二 弹性工作,天津国御互联科技有限公司,中山路,117.2059004,39.1628183,https://jobs.51job.com/tianjin-hbq/102359475.html?s=01&t=0
仓库管理员/库房,天津市平亚制衣厂,天津市河北区张兴庄聚贤道41号,117.2181627,39.19321867,https://jobs.51job.com/tianjin-hbq/103057144.html?s=01&t=0
库管,天津市福莱特集团,天津市河北区四马路158号 巷肆创意产业园,117.1987722,39.16311363,https://jobs.51job.com/tianjin-hbq/74206052.html?s=01&t=0
理货员,天津市三能商贸有限公司,河北区平安街与建国道交口官邸3号别墅,117.2023594,39.14560713,https://jobs.51job.com/tianjin-hbq/82813024.html?s=01&t=0
库存管理员,天津市粹品汇食品销售有限公司,翔纬路249号中粮专卖店,117.2043375,39.14816669,https://jobs.51job.com/tianjin-hbq/91908043.html?s=01&t=0
打包发货工,天津市创易仝社商贸有限公司,首创SOHO,117.1137399,39.2013326,https://jobs.51job.com/tianjin-hbq/94053764.html?s=01&t=0
仓库管理员（双休+朝九晚六+五险一金）,武汉建中伟业科技有限公司,河北区望海楼街道,117.2131672,39.16267588,https://jobs.51job.com/tianjin-hbq/96565028.html?s=01&t=0
仓库管理员,天津市宝康塑胶管材有限公司,河北区新大路185号,117.2171941,39.16135872,https://jobs.51job.com/tianjin-hbq/97197977.html?s=01&t=0
仓库管理员1,瑞康医药（天津）有限公司,天津市河北区增产道,117.2385992,39.16480933,https://jobs.51job.com/tianjin-hbq/97717271.html?s=01&t=0
急聘+仓库/物料管理员 4000包食宿/学历放宽,天津市金煊塑料制品有限公司,河北区,117.2202968,39.17314893,https://jobs.51job.com/tianjin-hbq/98287239.html?s=01&t=0
仓库管理员（奖金 双休 5险1金 文职）,武汉亿钜鑫网络科技有限公司,河东区远洋国际,117.2616932,39.12662568,https://jobs.51job.com/tianjin-hdq/100072836.html?s=01&t=0
仓库管理文员 绩效奖金/双休,武汉亿钜鑫网络科技有限公司,河东区远洋国际,117.2616932,39.12662568,https://jobs.51job.com/tianjin-hdq/100729396.html?s=01&t=0
仓库管理员（薪资5000+提供住宿+年底双薪）,武汉鑫麟杰商贸有限公司,河东区,117.2616932,39.12662568,https://jobs.51job.com/tianjin-hdq/102235183.html?s=01&t=0
仓库管理员（提供食宿）做五休二 五险一金,天津国御互联科技有限公司,河东区,117.2616932,39.12662568,https://jobs.51job.com/tianjin-hdq/102403262.html?s=01&t=0
仓库配货员,硕方电子（天津）有限公司,天津河东区新开路万春美钻大厦3楼301室,117.2202273,39.15045845,https://jobs.51job.com/tianjin-hdq/102521951.html?s=01&t=0
物流货车司机,天津市悦鑫建筑装饰工程有限公司,河东区天山南路万隆小区,117.2868745,39.13002065,https://jobs.51job.com/tianjin-hdq/102545518.html?s=01&t=0
叉车司机,天津市裕隆达商贸有限公司,天山西路,117.2820766,39.14072509,https://jobs.51job.com/tianjin-hdq/102712685.html?s=01&t=0
库管,天津市侨友天使教育信息咨询有限公司,天津市河东区津塘路57号,117.2450888,39.12409233,https://jobs.51job.com/tianjin-hdq/102865466.html?s=01&t=0
仓储物流主管,广西万寿谷投资集团股份有限公司南宁分公司,新开路新天地家园13-901,117.2257798,39.14660618,https://jobs.51job.com/tianjin-hdq/103018809.html?s=01&t=0
外勤司机仓库管理,天津德晟源国际贸易有限公司,满江东道,117.279624,39.16841847,https://jobs.51job.com/tianjin-hdq/103038053.html?s=01&t=0
仓库管理员,恩盛德（天津）精密工具贸易有限公司,河东区卫国道与靖江路交口朝花园12-1-102,117.2505528,39.14880941,https://jobs.51job.com/tianjin-hdq/64224769.html?s=01&t=0
库房主管,硕方电子（天津）有限公司,天津河东区新开路万春美钻大厦3楼301室,117.2202273,39.15045845,https://jobs.51job.com/tianjin-hdq/65170826.html?s=01&t=0
库房管理,天津市二言化妆品贸易有限公司,天津市河东区新开路,117.2269937,39.14396956,https://jobs.51job.com/tianjin-hdq/67340548.html?s=01&t=0
物流专员,天津鸿翔一心堂医药连锁有限公司,天津市河东区十一经路58号,117.2386081,39.13235492,https://jobs.51job.com/tianjin-hdq/87472173.html?s=01&t=0
仓库管理员,唯品（天津）商贸有限公司,河东区中粮大道祥云名苑1-1-4001,117.2292595,39.12970267,https://jobs.51job.com/tianjin-hdq/91428438.html?s=01&t=0
