company,job_title,joburl,lat,lng,salary,address
广州倍耐踏地板有限公司,仓库工人,https://jobs.51job.com/shijiazhuang/108144812.html?s=01&t=0,37.972756,114.573691,,栾城县楼底镇西许营村
广州孚达保温隔热材料有限公司,仓库管理员,https://jobs.51job.com/tangshan/103620398.html?s=01&t=0,39.284368,118.083977,4-6千/月,
广州交通集团物流有限公司,营运专员,https://jobs.51job.com/hebeisheng/107061444.html?s=01&t=0,,,,石家庄裕华区恒山街196号 医药仓库
广宗牧原农牧有限公司 ,分场仓管（上市公司+五险一金）,https://jobs.51job.com/xingtai/101176549.html?s=01&t=0,37.534591,115.248547,3.5-8千/月,
广宗牧原农牧有限公司,分场仓管（上市公司+五险一金）,https://jobs.51job.com/xingtai/101176549.html?s=01&t=0,37.534591,115.248547,,新河县
贵州百灵企业集团制药股份有限公司石家庄办事处,库管,https://jobs.51job.com/shijiazhuang/107656270.html?s=01&t=0,38.0278,114.563835,,金源商务广场B座1308室
桂林洁伶工业有限公司,仓管员,https://jobs.51job.com/shijiazhuang/107262227.html?s=01&t=0, , ,, 
桂林洁伶工业有限公司,仓管员（石家庄）,https://jobs.51job.com/shijiazhuang/107262436.html?s=01&t=0,38.0413,114.4881,,桥西区裕华路与中华大街交叉口联邦商务广场
桂林洁伶工业有限公司,导购员,https://jobs.51job.com/shijiazhuang/107262125.html?s=01&t=0,,,,
桂林西麦食品股份有限公司,仓库管理员,https://jobs.51job.com/baoding/107537271.html?s=01&t=0,39.253098,115.795851,,定兴县西麦工业园
国教苑（北京）教育测评科技有限公司,库工,https://jobs.51job.com/shijiazhuang/109862808.html?s=01&t=0,38.015097,114.511933,,裕华区塔南路和建通街交口晶彩中心507
国教苑（北京）教育测评科技有限公司,库管员,https://jobs.51job.com/shijiazhuang/109246243.html?s=01&t=0,38.015097,114.511933,,裕华区塔南路和建通街西北角晶彩中心507
国金黄金股份有限公司,,https://jobs.51job.com/beijing/103099299.html?s=01&t=0,39.913155,116.638826,,
国金黄金股份有限公司,资产管理员（急聘）,https://jobs.51job.com/beijing/103099299.html?s=01&t=0,39.913155,116.638826,,通州区北苑155号北京大唐高新科技园11幢。
国药乐仁堂医药有限公司,物流人员,https://jobs.51job.com/shijiazhuang/89602754.html?s=01&t=0,38.048684,114.520828,,石家庄市
国药器械邯郸有限公司,仓库主管,https://jobs.51job.com/handan/110061705.html?s=01&t=0,36.616453,114.49389,,邯郸市人民东路98号招贤大厦2010号
哈尔滨世一同仁管理咨询有限公司,仓库管理员,https://jobs.51job.com/shijiazhuang/110436461.html?s=01&t=0,,,,石家庄桥西区大经街天滋嘉锂商务中心A座1002
哈尔滨市洪志档案管理有限公司,档案库房保管员,https://jobs.51job.com/shijiazhuang/108232535.html?s=01&t=0,37.986304,114.655073,,高新区恒山街389号格力配套产业园内202号三层西侧
哈啰出行（哈罗单车hellobike）,仓库主管,https://jobs.51job.com/baoding/110311156.html?s=01&t=0,39.491065,115.981617,,涿州
哈罗出行（哈罗单车hellobike）,仓管兼维修管理,https://jobs.51job.com/tangshan/99188105.html?s=01&t=0,,,,市区
哈罗出行（哈罗单车hellobike）,仓库主管,https://jobs.51job.com/qinhuangdao/107518173.html?s=01&t=0,39.930946,119.562829,6-8千/月,开发区
海鸿达（北京）餐饮管理有限公司,大宗计划主管,https://jobs.51job.com/hebeisheng/106157163.html?s=01&t=0,38.048684,114.520828,,石家庄市
海湾安全技术有限公司,,https://jobs.51job.com/qinhuangdao/103157361.html?s=01&t=0,39.937944,119.553231,,
海湾环境科技（北京）股份有限公司 ,库管员,https://jobs.51job.com/langfang/97118455.html?s=01&t=0,39.495895,116.814221,3-4.5千/月,
邯郸市澳嘉紧固件制造有限公司,仓库经理,https://jobs.51job.com/handan/101889621.html?s=01&t=0,,,,永年区段庄工业区（107国道旁边，沙河南环）
邯郸市澳嘉紧固件制造有限公司,仓库理库员,https://jobs.51job.com/handan/101512550.html?s=01&t=0,,,,永年区段庄工业区（107国道旁边，沙河南环）
邯郸市澳嘉紧固件制造有限公司,送货员,https://jobs.51job.com/handan/110366475.html?s=01&t=0,,,,永年区段庄工业区（107国道旁边，沙河南环）
邯郸市辰星网络科技有限公司,搬运工（双休+奖金）,https://jobs.51job.com/handan/108485442.html?s=01&t=0,36.607966,114.510071,,邯山区财富大厦
邯郸市辰星网络科技有限公司,仓库管理员（双休+奖金）,https://jobs.51job.com/handan/106456439.html?s=01&t=0,36.607966,114.510071,,邯山区财富大厦
邯郸市辰星网络科技有限公司,仓库文员（双休+奖金）,https://jobs.51job.com/handan/106456399.html?s=01&t=0,36.607966,114.510071,,邯山区财富大厦
邯郸市辰星网络科技有限公司,订单处理员（双休+奖金）,https://jobs.51job.com/handan/108485439.html?s=01&t=0,36.607966,114.510071,,邯山区财富大厦
邯郸市辰星网络科技有限公司,快递员（双休+奖金）,https://jobs.51job.com/handan/108485438.html?s=01&t=0,36.607966,114.510071,,邯山区财富大厦
邯郸市辰星网络科技有限公司,理货员（双休+奖金）,https://jobs.51job.com/handan/108485441.html?s=01&t=0,36.607966,114.510071,,邯山区财富大厦
邯郸市辰星网络科技有限公司,调度员（双休+奖金）,https://jobs.51job.com/handan/108485443.html?s=01&t=0,36.607966,114.510071,,邯山区财富大厦
邯郸市辰星网络科技有限公司,物流专员（双休+奖金）,https://jobs.51job.com/handan/108485430.html?s=01&t=0,36.607966,114.510071,,邯山区财富大厦
邯郸市丛台区志博广告装饰材料门市,仓库管理员,https://jobs.51job.com/handan/107343180.html?s=01&t=0,36.617147,114.492736,,丛台区城内中街9号
邯郸市路友工程机械有限公司,仓库管理员,https://jobs.51job.com/handan/104038377.html?s=01&t=0,36.623286,114.479394,2-5千/月,
邯郸市品伟电子商务有限公司,仓库管理员,https://jobs.51job.com/handan/106856936.html?s=01&t=0,36.60687,114.514961,,滨河世纪大厦四楼
邯郸市天润供应链管理有限公司,仓库管理员,https://jobs.51job.com/handan/102135808.html?s=01&t=0,36.57159,114.470989,,邯郸市复兴区学院北路与107国道交叉口向西200米路南
汉旗电子科技（固安）有限公司,库房主管,https://jobs.51job.com/langfang/103783388.html?s=01&t=0, , ,,河北省廊坊市固安县工业园区，兴旺东街北侧
杭州圣曼云科技有限公司,仓库人员,https://jobs.51job.com/hebeisheng/109196935.html?s=01&t=0,,,,衡水市饶阳县经济开发区正港路356号
杭州圣曼云科技有限公司,仓库主管,https://jobs.51job.com/hebeisheng/109197303.html?s=01&t=0,,,,衡水市饶阳县经济开发区正港路356号
杭州维时科技有限公司,仓库管理员,https://jobs.51job.com/shijiazhuang/100039111.html?s=01&t=0,38.04842,114.511182,4-6千/月,
杭州优工品科技有限公司,中心仓高级经理,https://jobs.51job.com/handan/109817608.html?s=01&t=0,,,,永年县东洺阳村均将物流园内
合众高科（北京）环保技术股份有限公司,仓库管理员,https://jobs.51job.com/yanjiao/98552316.html?s=01&t=0,40.003558,116.802534,3-4.5千/月,
和道房地产开发有限公司,库管员,https://jobs.51job.com/baoding/106947281.html?s=01&t=0,39.148205,116.068576,,河北省保定市高碑店市白沟镇和道国际箱包交易中心4层8区
河北奥瑞金包装有限公司,仓库管理员,https://jobs.51job.com/shijiazhuang/107358783.html?s=01&t=0,37.976258,114.384132,,鹿泉区铜冶镇北铜冶村
河北佰家汇电子商务有限公司,仓库主管,https://jobs.51job.com/handan/107380363.html?s=01&t=0,,,,邯山区工业园区经一街与纬九路交叉口西行100米路南
河北博尔萨服装有限公司,理货员,https://jobs.51job.com/shijiazhuang/106982976.html?s=01&t=0,38.054375,114.485475,,石家庄市新华路199号华海环球广场19楼
河北博嘉农业有限公司,仓库管理员,https://jobs.51job.com/shijiazhuang/101682588.html?s=01&t=0,38.033895,114.688043,3-4.5千/月,
河北晨阳汽车贸易有限公司,车队运输调度,https://jobs.51job.com/shijiazhuang/106616376.html?s=01&t=0,38.072378,114.367735,,鹿泉区龙泉东路168号
河北驰马拓电机科技有限公司,仓库管理员,https://jobs.51job.com/xingtai/98663973.html?s=01&t=0,36.981582,115.273618,2-3.5千/月,
河北驰马拓电机科技有限公司,仓库主管,https://jobs.51job.com/xingtai/103949263.html?s=01&t=0,36.981582,115.273618,0.5-2万/月,
河北楮溢医疗用品销售有限公司,仓库管理文员,https://jobs.51job.com/shijiazhuang/108535741.html?s=01&t=0,38.038289,114.504456,,桥西区平安南大街42号
河北鼎基环保工程集团有限公司,过磅管理员,https://jobs.51job.com/xingtai/104197632.html?s=01&t=0,36.881279,114.506333,1.5-2千/月,
河北恩普医疗器械贸易有限公司正定分公司,仓库管理员,https://jobs.51job.com/shijiazhuang/109526604.html?s=01&t=0,38.269913,114.692153,,石家庄市正定县新城铺镇机场路北
河北福成五丰食品股份有限公司燕郊肉类制品分公司,仓库理货员,https://jobs.51job.com/langfang/103748655.html?s=01&t=0,40.008474,116.878973,3-4.5千/月,
河北富博物流有限公司,调度员,https://jobs.51job.com/shijiazhuang/110019245.html?s=01&t=0,38.079097,114.473669,,新华区北城路文苑街交口文苑小区北区13-2-302
河北高路达高速公路服务区物业服务有限公司,5700+武装押运员包吃住+五险一金,https://jobs.51job.com/yanjiao/104280868.html?s=01&t=0,,,,根据家庭住址相对就近安排
河北高路达高速公路服务区物业服务有限公司,6千+安检乘务员包吃住+五险一金,https://jobs.51job.com/yanjiao/104278881.html?s=01&t=0,,,,根据家庭住址相对就近安排
河北高路达高速公路服务区物业服务有限公司,6千+高速公路辅警吃住+五险,https://jobs.51job.com/shijiazhuang/104261790.html?s=01&t=0, , ,,河北省境内高速公路口相对就近上岗
河北谷腾科技有限公司,电商打包工短期,https://jobs.51job.com/shijiazhuang/105658491.html?s=01&t=0,,,,栾城区裕翔街未来科技城二层A02
河北光华荣昌汽车部件有限公司,,https://jobs.51job.com/cangzhou/102964188.html?s=01&t=0,38.353918,117.33248,,
河北广瑞达安全科技有限公司,仓库管理员一配货盘点,https://jobs.51job.com/shijiazhuang/105033097.html?s=01&t=0,38.065269,114.506921,,胜利北大街172号鑫利时间国际B座
河北氿秒批贸易有限公司,后勤仓库管理员,https://jobs.51job.com/handan/98495998.html?s=01&t=0,36.648133,114.503067,2.5-3.5千/月,
河北国美新型建材有限公司,仓库管理员,https://jobs.51job.com/langfang/108332312.html?s=01&t=0,38.571239,116.537399,,河北省廊坊市大城县权村镇
河北国美新型建材有限公司,库管员,https://jobs.51job.com/langfang/98406847.html?s=01&t=0,38.571239,116.537399,2-3千/月,
河北国纤复合材料有限公司,市政工程测绘,https://jobs.51job.com/hengshui/107268246.html?s=01&t=0,37.745191,115.675402,,河北衡水
河北核力同方辐照科技股份有限公司,仓库管理文员,https://jobs.51job.com/baoding/103966375.html?s=01&t=0,38.784515,115.512467,2-3千/月,
河北华发教育科技股份有限公司,仓库管理员,https://jobs.51job.com/tangshan/107977940.html?s=01&t=0,39.683878,118.187192,,河北省唐山市高新技术开发区创业大厦D座
河北华康世纪医疗科技有限责任公司 ,发货员,https://jobs.51job.com/shijiazhuang/105206492.html?s=01&t=0,38.10982,114.340278,2-4千/月,
河北华康世纪医疗科技有限责任公司,发货员,https://jobs.51job.com/shijiazhuang/105206492.html?s=01&t=0,38.10982,114.340278,,石家庄市鹿泉区石柏北大街99号
河北华康世纪医疗科技有限责任公司,复核员,https://jobs.51job.com/shijiazhuang/105204163.html?s=01&t=0,38.10982,114.340278,,石家庄市鹿泉区石柏北大街99号
河北华康世纪医疗科技有限责任公司,收货员,https://jobs.51job.com/shijiazhuang/105204674.html?s=01&t=0,38.10982,114.340278,,石家庄市鹿泉区石柏北大街99号
河北冀保医药销售有限公司,仓库管理员,https://jobs.51job.com/baoding/107389170.html?s=01&t=0,38.886389,115.543687,,北二环东路19号
河北金力新能源科技股份有限公司 ,仓库主管,https://jobs.51job.com/handan/102762585.html?s=01&t=0,36.752804,114.530105,5-8千/月,
河北金力新能源科技股份有限公司,仓库主管,https://jobs.51job.com/handan/102762585.html?s=01&t=0,36.752804,114.530105,,河北省邯郸市永年区工业园区
河北金仑医药有限公司,保管员,https://jobs.51job.com/shijiazhuang/106638054.html?s=01&t=0,38.034389,114.600934,,河北省石家庄市高新技术开发区闽江道326号
河北金震安防技术服务有限公司,6千高速公路辅警+五险,https://jobs.51job.com/zhangjiakou/109786895.html?s=01&t=0,,,,根据家庭住址相对就近安排
河北金震安防技术服务有限公司,武装押运员+五险+食宿,https://jobs.51job.com/shijiazhuang/109784749.html?s=01&t=0,,,,桥东区根据家庭位置相对就近安排
河北金震安防技术服务有限公司,长期合同+高速巡检员,https://jobs.51job.com/chengde/109787182.html?s=01&t=0,,,,承德县根据家庭住址相对就近安排
河北京投高速公路工程建设有限公司,检查站巡防退伍优先+就近,https://jobs.51job.com/yanjiao/107007062.html?s=01&t=0,39.125294,116.579781,,进京高速路口相对就近安排
河北京投高速公路工程建设有限公司,武装护卫员退伍优先+就近,https://jobs.51job.com/handan/107006881.html?s=01&t=0,,,,进京高速路口相对就近安排
河北久申防水建筑材料有限公司,仓库管理员,https://jobs.51job.com/beijing-dxq/109852315.html?s=01&t=0,39.791331,116.538108,,亦庄经济技术开发区经开荣京道A1座
河北科瑞达仪器科技股份有限公司,仓库管理员,https://jobs.51job.com/shijiazhuang/109915653.html?s=01&t=0,38.02192,114.45011,,石家庄市新石北路368号金石工业园2号楼1层
河北科雨防水材料有限公司,仓库管理员,https://jobs.51job.com/shijiazhuang/93491112.html?s=01&t=0,38.406119,114.872768,2-3千/月,
河北兰青食品科技有限公司,数据库管理员,https://jobs.51job.com/baoding/108411193.html?s=01&t=0,,,,天威西路与西三环交叉口西行1000米江城乡政府对面
河北朗迈电子科技有限公司,仓库管理员,https://jobs.51job.com/shijiazhuang/108268218.html?s=01&t=0,38.051395,114.48608,,石家庄市新华区华强电子广场
河北力科纺织有限责任公司,装卸工,https://jobs.51job.com/cangzhou/106105235.html?s=01&t=0,37.900145,116.530701,,东光县铁西棉纺路27号
河北立翔慧科电子设备有限公司,库管员,https://jobs.51job.com/shijiazhuang/82710872.html?s=01&t=0,38.041856,114.659823,2-3千/月,
河北柳工机械贸易有限公司,,https://jobs.51job.com/baoding/101685592.html?s=01&t=0,38.947859,115.973945,,
河北路能物流股份有限公司,车队队长,https://jobs.51job.com/handan/109982551.html?s=01&t=0,38.042284,114.476188,,河北省
河北路能物流股份有限公司,危货司机,https://jobs.51job.com/handan/109982427.html?s=01&t=0,38.042284,114.476188,,河北省
河北迈道汽车服务有限公司,仓库管理员,https://jobs.51job.com/shijiazhuang/103466520.html?s=01&t=0,38.008718,114.494,3-4.5千/月,
河北镁神科技有限公司,仓库统计员,https://jobs.51job.com/xingtai/94142192.html?s=01&t=0,37.065255,115.174925,2-3千/月,
河北明英光电科技有限公司,仓库管理员,https://jobs.51job.com/shijiazhuang/108795579.html?s=01&t=0,38.134394,114.501963,,学府路创业园39号
河北木源泵业有限责任公司,,https://jobs.51job.com/shijiazhuang/82018745.html?s=01&t=0,38.408847,114.599657,,
河北诺迪科贸易有限公司,急聘打包员,https://jobs.51job.com/shijiazhuang/106664647.html?s=01&t=0,38.040904,114.479576,,桥西区海悦天地E座1702室
河北鹏冠科技股份有限公司,仓库管理员,https://jobs.51job.com/langfang/101123332.html?s=01&t=0,39.016712,116.405842,3-4.5千/月,
河北鹏纳贸易有限公司,仓储专员,https://jobs.51job.com/baoding/108104333.html?s=01&t=0,,,,长城北大街与北三环交叉口北行500米路西河北鹏纳贸易有限公司
河北荣赫激光设备科技有限公司,仓库主管,https://jobs.51job.com/hengshui/109638091.html?s=01&t=0,37.890577,116.176998,,河北省衡水市阜城县开发区
河北融盛网络科技有限公司,网站开发,https://jobs.51job.com/shijiazhuang/109988581.html?s=01&t=0,38.05362,114.528352,,长安区广安大街美东国际A座11楼
河北锐思商业管理有限公司,仓库管理员,https://jobs.51job.com/hebeisheng/109467929.html?s=01&t=0,38.048681,114.562428,,河北省石家庄市中山东路508号东胜广场B座2201室
河北瑞鹤医疗器械有限公司,,https://jobs.51job.com/xingtai/103079477.html?s=01&t=0,37.090338,114.474864,,
河北瑞鹤医疗器械有限公司 ,仓库管理员,https://jobs.51job.com/baoding/102484415.html?s=01&t=0,38.861946,115.519928,3.1-5千/月,
河北瑞鹤医疗器械有限公司,仓库管理员,https://jobs.51job.com/xingtai/109616231.html?s=01&t=0,37.090338,114.474864,,桥西区阳光国际
河北瑞鹤医疗器械有限公司,邢台仓库管理员,https://jobs.51job.com/xingtai/103079477.html?s=01&t=0,37.090338,114.474864,,桥西阳光国际小区
河北润超医疗器械贸易有限公司,仓库管理员,https://jobs.51job.com/shijiazhuang/102752640.html?s=01&t=0,37.994715,114.456933,4-5万/年,
河北世博包装食品机械有限公司,,https://jobs.51job.com/shijiazhuang/96351390.html?s=01&t=0,38.045387,114.4941,,
河北顺丰速运有限公司廊坊分公司,00851-物流调度专员,https://jobs.51job.com/langfang/99142628.html?s=01&t=0,39.608341,116.767163,4.5-6.5千/月,
河北顺丰速运有限公司廊坊分公司,仓管员（开发区四海路）,https://jobs.51job.com/langfang/104454133.html?s=01&t=0,39.95682,116.79767,4-6千/月,
河北顺丰速运有限公司廊坊分公司,调度专员,https://jobs.51job.com/langfang/109347722.html?s=01&t=0,39.610761,116.738705,,廊坊市开发区楼庄路9号大数据应用中心5楼
河北泰安安全技术服务有限公司,6千高速公路辅警+五险,https://jobs.51job.com/chengde/101968084.html?s=01&t=0,,,,按照家庭住址相对就近安排
河北泰安安全技术服务有限公司,6千高速收费站巡检员,https://jobs.51job.com/chengde/100416202.html?s=01&t=0,,,,按照家庭住址相对就近安排
河北泰安安全技术服务有限公司,6千高速收费站治安巡防员,https://jobs.51job.com/xingtai/100581183.html?s=01&t=0,,,,根据家庭住址相对就近安排
河北泰安安全技术服务有限公司,高速巡检员+五险一金,https://jobs.51job.com/shijiazhuang/97947969.html?s=01&t=0,,,,按照户籍所在地就近安排
河北泰安安全技术服务有限公司,高速巡检员+五险一金+包吃住,https://jobs.51job.com/hengshui/98061522.html?s=01&t=0, , ,,根据家庭住址相对就近安排
河北泰安安全技术服务有限公司,高速巡检员五险一金,https://jobs.51job.com/xingtai/97933040.html?s=01&t=0,,,,按照家庭住址相对就近安排
河北泰安安全技术服务有限公司,就近巡防员吃住+五险一金,https://jobs.51job.com/shijiazhuang/109277989.html?s=01&t=0,38.01194,114.46841,,按照户籍所在地相对就近安排
河北泰安安全技术服务有限公司,武装押运员+五险+食宿,https://jobs.51job.com/hengshui/97938570.html?s=01&t=0,,,,按照家庭住址相对就近安排
河北泰安安全技术服务有限公司,武装押运员+五险一金+食宿,https://jobs.51job.com/shijiazhuang/97948048.html?s=01&t=0,,,,按照户籍所在地就近安排
河北泰安安全技术服务有限公司,银行押运员+五险+食宿,https://jobs.51job.com/xingtai/97934541.html?s=01&t=0,,,,按照家庭住址相对就近安排
河北天成药业股份有限公司,仓库保管员,https://jobs.51job.com/cangzhou/92314115.html?s=01&t=0,38.288822,116.942536,2.8-3.5千/月,
河北天京中仕信息科技有限公司唐山分公司,聘零基础计算机爱好者,https://jobs.51job.com/tangshan/108850850.html?s=01&t=0,39.630698,118.182673,,路南区世博广场银泰城B馆双创互联网中心9层913
河北拓跋建设工程有限公司 ,材料员（库管）,https://jobs.51job.com/baoding/100673957.html?s=01&t=0,38.628384,114.751455,4.5-6千/月,
河北拓跋建设工程有限公司,材料员（库管）,https://jobs.51job.com/baoding/100673957.html?s=01&t=0,38.628384,114.751455,,曲阳
河北万洲商贸有限公司,库管,https://jobs.51job.com/shijiazhuang/106087789.html?s=01&t=0,38.04032,114.65992,,石家庄高新区湘江道319号天山科技工业园A座21层2101号
河北威正恒集成房屋科技有限公司,仓库管理员,https://jobs.51job.com/shijiazhuang/106118406.html?s=01&t=0,,,,裕翔街过南三环南行三公里路东（206路安瑞科站）
河北新邦医药科技有限公司,高薪诚聘库房拣货员,https://jobs.51job.com/tangshan/97900381.html?s=01&t=0,39.697966,118.17979,,高新区建设路与大庆道交叉口
河北新邦医药科技有限公司,高薪诚聘内勤人员10名五险一金,https://jobs.51job.com/tangshan/97902266.html?s=01&t=0,39.697966,118.17979,,高新区建设路与大庆道交叉口
河北新固为科技有限公司,仓库管理员,https://jobs.51job.com/shijiazhuang/107104093.html?s=01&t=0,38.056529,114.354299,,鹿泉经济开发区御园路99号光谷科技园东孵化楼617室
河北新华欧亚汽配集团有限公司,河北新欧科技招聘搬运工3人,https://jobs.51job.com/xingtai/105961565.html?s=01&t=0, , ,,河北省邢台市清河县王官庄镇王二庄开发区
河北新康立生物科技有限公司,仓库管理员,https://jobs.51job.com/cangzhou/108190531.html?s=01&t=0,38.377495,117.336477,,黄骅市
河北雅威机电设备贸易有限公司,库管,https://jobs.51job.com/shijiazhuang/109858202.html?s=01&t=0,38.111315,114.461326,,新华区友谊北大街与太保路交口
河北阳光和祺贸易有限公司,淘宝库管,https://jobs.51job.com/shijiazhuang/103976346.html?s=01&t=0,38.062437,114.510228,2-3千/月,
河北洋鸿贸易有限公司,库管,https://jobs.51job.com/shijiazhuang/108104024.html?s=01&t=0,,,,107国道南三环北行1公里，107陶瓷批发市场
河北养元智汇饮品股份有限公司 ,六个核桃诚聘运营专员,https://jobs.51job.com/hengshui/101546212.html?s=01&t=0,37.823332,115.712771,3-4.5千/月,
河北养元智汇饮品股份有限公司,六个核桃诚聘物流专员,https://jobs.51job.com/hengshui/110043320.html?s=01&t=0,37.823332,115.712771,,高新技术开发区新区六路南
河北怡和隆祥汽车销售服务有限公司,库管员,https://jobs.51job.com/langfang/108046484.html?s=01&t=0,39.519166,116.745485,,广阳区光明东道65号
河北亿安工程技术股份有限公司,库管,https://jobs.51job.com/shijiazhuang/91947052.html?s=01&t=0,38.066403,114.377441,2.5-4千/月,
河北易腾数码科技有限公司,仓库管理员,https://jobs.51job.com/shijiazhuang/108745063.html?s=01&t=0,38.065562,114.357556,,鹿泉区鹿岛V谷工业园
河北瀛源再生资源开发有限公司,仓储中心主管,https://jobs.51job.com/baoding/104682345.html?s=01&t=0,38.373459,115.067139,,河北省定州市定无路沙河大桥西侧沙河北岸
河北永明地质工程机械有限公司,,https://jobs.51job.com/xingtai/80752200.html?s=01&t=0,37.264265,114.816628,,
河北永通电子科技有限公司,,https://jobs.51job.com/langfang/103255619.html?s=01&t=0,39.526956,116.705674,,
河北永通电子科技有限公司,库管录入收银文员,https://jobs.51job.com/langfang/103255619.html?s=01&t=0,39.526956,116.705674,,银河北路38号永通通信手机城4楼
河北宇佳乡村通物流有限公司,,https://jobs.51job.com/shijiazhuang/98785208.html?s=01&t=0,38.107547,114.524736,,
河北宇佳乡村通物流有限公司,装卸工包食宿招长期的,https://jobs.51job.com/shijiazhuang/98785208.html?s=01&t=0,38.107547,114.524736,,石家庄长安区胜利北街聚和港物流园5路58号
河北泽宏科技股份有限公司,仓库管理员,https://jobs.51job.com/shijiazhuang/109995928.html?s=01&t=0,38.230432,114.218471,,石家庄市平山西柏坡经济开发区轻工路1号
河北展源新能源科技有限公司,仓库管理员,https://jobs.51job.com/baoding/101163442.html?s=01&t=0,38.922775,115.469963,3-4.5千/月,
河北正腾网络科技有限公司,配送员,https://jobs.51job.com/shijiazhuang/99394675.html?s=01&t=0,,,,新华区太和电子城三楼A75诚达网络
河北正腾网络科技有限公司,送货员,https://jobs.51job.com/shijiazhuang/101564759.html?s=01&t=0, , ,,新华区太和电子城三楼A75诚达网络
河北执信雅博医疗器械科技有限公司,仓库管理员,https://jobs.51job.com/shijiazhuang/107140348.html?s=01&t=0,38.052187,114.517884,,长安区建设北大街44号瀚科大厦612
河北中储物流有限公司,受理员,https://jobs.51job.com/shijiazhuang/107160503.html?s=01&t=0,38.096712,114.521659,,长安区柳阳街8号
河北中商惠民,分拣员3000五险+房补+餐补,https://jobs.51job.com/shijiazhuang/106148832.html?s=01&t=0,,,,石家庄栾城窦妪镇段家营中储库申通物流对面
河北紫禾商贸有限公司,仓库管理员,https://jobs.51job.com/shijiazhuang/100710871.html?s=01&t=0,38.080316,114.518782,2.5-4千/月,
贺氏冶金（廊坊）有限公司,仓库管理员,https://jobs.51job.com/langfang/107438508.html?s=01&t=0,39.565025,116.7819,,河北省廊坊市经济技术开发区耀华道朗森汽车产业园2号厂房
恒天然商贸（上海）有限公司,仓库管理员,https://jobs.51job.com/tangshan/101774023.html?s=01&t=0,39.634321,117.700874,,玉田县恒天然牧场
衡水帝博商贸有限公司,送货员,https://jobs.51job.com/hengshui/107446880.html?s=01&t=0,37.747915,115.618442,,中华大街北外环交叉口东北角
衡水民宏食品商贸有限公司,搬运工（工资日结）,https://jobs.51job.com/hengshui/106019826.html?s=01&t=0,,,,衡水市裕华路庆丰街交口澜点羊绒北邻
衡水盛达玻璃制品有限公司,仓库管理员,https://jobs.51job.com/hengshui/95054721.html?s=01&t=0,37.761846,115.789394,2.5-3千/月,
湖北迈睿达供应链股份有限公司,仓库班组长（张家口）,https://jobs.51job.com/zhangjiakou/107512141.html?s=01&t=0,40.656476,114.779126,,张家口市南山经济技术开发区中瑞大街2号
湖北迈睿达供应链股份有限公司,仓库管理员（张家口）,https://jobs.51job.com/zhangjiakou/107511749.html?s=01&t=0,40.656476,114.779126,,张家口市南山经济技术开发区中瑞大街2号
湖北迈睿达供应链股份有限公司,仓库经理（保定）,https://jobs.51job.com/baoding/109414981.html?s=01&t=0,38.828649,115.506934,,工农路
湖北迈睿达供应链股份有限公司,仓库经理（张家口）,https://jobs.51job.com/zhangjiakou/107512395.html?s=01&t=0,40.656476,114.779126,,张家口市南山经济技术开发区中瑞大街2号
湖北迈睿达供应链股份有限公司,仓库客服（张家口）,https://jobs.51job.com/zhangjiakou/108415278.html?s=01&t=0,40.656476,114.779126,,张家口市南山经济技术开发区中瑞大街2号
湖北迈睿达供应链股份有限公司,叉车工（张家口）,https://jobs.51job.com/zhangjiakou/107511634.html?s=01&t=0,40.656476,114.779126,,张家口市南山经济技术开发区中瑞大街2号
湖北迈睿达供应链股份有限公司,物流规划工程师（张家口）,https://jobs.51job.com/zhangjiakou/109984242.html?s=01&t=0,40.656476,114.779126,,张家口市南山经济技术开发区中瑞大街2号
湖北迈睿达供应链股份有限公司,项目客服主管（张家口）,https://jobs.51job.com/zhangjiakou/107750629.html?s=01&t=0,40.656476,114.779126,,张家口市南山经济技术开发区中瑞大街2号
湖北迈睿达供应链股份有限公司,驻场客服（张家口）,https://jobs.51job.com/zhangjiakou/108578367.html?s=01&t=0,40.656476,114.779126,,张家口市南山经济技术开发区中瑞大街2号
华电曹妃甸重工装备有限公司,,https://jobs.51job.com/tangshan/102807931.html?s=01&t=0,39.08981,118.5071,,
华电曹妃甸重工装备有限公司,调度主管,https://jobs.51job.com/tangshan/109206203.html?s=01&t=0,39.08981,118.5071,,唐山市曹妃甸工业区零加
华强方特设计院（厦门）有限公司,仓库管理员,https://jobs.51job.com/handan/108463591.html?s=01&t=0,,,,磁县讲武城镇中华路与邺城引线交叉口向东200米邯郸中华成语文化博览园办公楼
华润雪花啤酒（天津）有限公司,仓库管理员,https://jobs.51job.com/yanjiao/98462797.html?s=01&t=0,,,,河北省三河市燕郊开发区东外环路西侧尹家沟北侧（亚飞汽车北侧）
华氏达控股有限公司,仓库管理员,https://jobs.51job.com/shijiazhuang/70140671.html?s=01&t=0,38.002581,114.515329,,石家庄裕华区仓兴街18号。（润丰物流园西门北行50米路西）
华斯控股股份有限公司,仓储物流主管,https://jobs.51job.com/cangzhou/107866497.html?s=01&t=0,38.500471,115.81676,,沧州市肃宁县尚村镇紫云路北50米
黄骅市方正焊接设备有限公司,外协员,https://jobs.51job.com/cangzhou/107856335.html?s=01&t=0,38.377386,117.3366,,黄骅
